name,level,size,law,moral,ac,hp,perception,fortitude,reflex,willpower,strength,dexterity,constitution,intelligence,wisdom,charisma,acrobatics,arcana,athletics,crafting,deception,diplomacy,intimidation,medicine,nature,occultism,performance,religion,society,stealth,survival,thievery
Seugathi Reality Warper,9,4,1,1,27,120,17,18,21,15,4,6,3,4,2,5,19,19,0,19,20,0,18,0,17,19,0,0,0,19,0,0
Moose,3,4,2,2,18,50,9,11,10,5,5,3,4,-4,0,1,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0
Tomb Giant,12,4,2,1,32,255,25,22,19,25,7,3,6,3,7,4,0,0,25,0,0,0,0,25,0,0,0,25,0,21,0,0
Saboteur,2,3,2,1,18,27,8,5,9,8,1,3,1,2,2,1,7,0,5,6,7,5,5,0,0,0,0,0,6,9,6,9
Adult Cloud Dragon,14,5,2,2,36,254,28,26,23,26,7,3,5,4,6,6,23,0,28,0,26,26,28,0,24,0,0,0,0,23,26,0
Aquatic Ooze,4,3,2,2,14,60,8,12,10,8,5,2,4,-5,0,-5,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0
The Stabbing Beast,15,5,2,1,38,275,27,27,29,27,6,8,4,3,4,3,27,0,25,24,26,0,26,0,0,0,0,24,26,29,0,0
Virulak Villager,3,3,2,1,19,45,8,10,10,8,4,3,1,0,1,1,0,0,9,7,0,0,8,0,0,0,0,0,0,10,0,0
Deghuun Child of Mhar,18,5,2,1,42,420,30,34,30,26,9,6,8,-1,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Executioner,6,3,3,2,23,105,12,15,12,14,5,2,3,-1,2,2,0,0,15,0,0,0,13,10,0,0,0,0,0,0,0,0
Desert's Howl,19,5,1,1,43,330,33,38,32,29,10,9,10,5,6,5,0,0,37,0,31,0,33,0,0,30,0,0,0,33,31,0
Kreeth-Ni,3,1,2,3,19,40,11,7,11,12,-3,4,0,0,3,4,11,0,0,0,11,11,0,0,10,9,0,0,0,9,0,0
Niodrhast,19,6,1,1,43,445,33,35,31,33,10,6,8,9,6,9,35,0,37,0,38,36,38,0,0,38,0,0,0,0,0,0
Veksciralenix,20,6,2,2,45,375,36,38,33,35,10,5,7,6,8,6,33,35,38,0,34,36,0,0,0,38,0,0,34,0,0,0
Summoning Chamber Erinys,8,3,3,1,27,120,18,17,19,16,5,5,5,2,4,5,17,0,0,14,19,15,19,0,0,0,0,16,0,17,0,0
Shobhad Sniper,17,4,2,2,40,320,30,28,32,26,6,9,5,2,5,2,0,0,31,0,0,0,30,0,0,0,0,0,0,34,30,0
Animated Furnace,9,5,2,2,30,135,15,21,11,13,7,-2,6,-5,0,-5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Tormented Crushing,14,3,1,1,35,250,27,22,26,27,6,4,4,-1,5,8,24,0,26,0,0,0,28,0,0,0,0,0,0,24,0,0
Doppelganger,3,3,2,2,18,50,7,5,10,11,3,3,0,1,2,4,0,0,0,0,11,11,0,0,0,0,0,0,8,8,0,0
Spriggan Warlord,7,2,2,2,25,120,14,13,17,14,6,4,4,1,3,4,15,0,17,0,0,0,17,0,0,0,0,0,12,17,14,15
Roc,9,6,2,2,27,180,18,20,17,16,8,2,5,-4,1,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant Flea,3,4,2,2,19,50,10,12,12,4,2,3,3,-5,1,-4,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Golarion's Finest Krankkiss,13,3,2,2,33,230,23,23,23,23,5,4,3,2,3,0,26,0,26,0,0,0,0,0,0,23,0,0,0,0,0,0
Vulpinal,6,2,2,3,24,105,15,12,14,15,2,4,4,5,3,6,12,15,0,0,14,0,0,11,0,0,16,13,13,12,0,0
Peri,14,3,1,3,36,255,26,22,27,26,7,7,4,5,4,8,27,23,25,0,0,28,0,0,0,0,28,24,0,0,0,0
Azuretzi,5,2,1,2,22,75,11,11,15,11,2,4,4,4,2,4,11,11,9,0,13,0,0,0,0,0,13,0,0,13,11,13
Rusty Mae,10,4,3,1,30,155,22,22,16,19,7,5,5,4,6,5,17,0,21,0,19,21,17,0,0,0,0,22,0,19,0,0
Angoyang,14,2,2,1,35,250,25,24,29,25,3,7,4,5,5,7,27,0,0,0,27,0,0,0,0,0,0,0,0,27,25,0
Millindemalion,13,2,2,1,34,275,23,20,27,23,4,8,1,7,4,2,0,0,0,28,0,0,0,0,0,24,0,0,24,27,0,0
Gurija,5,4,1,1,21,95,11,13,13,11,3,2,4,0,0,4,0,0,10,0,13,0,13,0,0,0,0,11,0,0,0,0
Gilded Gunner Safecracker,4,3,2,1,20,65,12,10,14,10,2,4,0,3,2,0,12,0,8,0,0,0,0,0,0,0,0,0,0,12,0,14
Cursebreaker,9,3,2,2,27,140,18,21,17,20,6,0,4,-5,3,-5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Steam Mephit,1,2,2,2,16,19,3,9,7,5,1,2,4,-2,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Biloko Reaver,10,2,1,1,29,175,19,19,21,19,6,5,3,0,3,1,0,0,22,16,0,0,19,0,0,0,0,0,0,19,21,0
Leadsmith,5,3,2,1,22,75,12,12,15,10,4,4,2,2,0,0,0,0,17,12,0,0,15,0,0,0,0,0,15,12,0,0
Zephyr Hawk,3,2,2,2,21,36,7,6,13,7,2,4,1,-4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Clockwork Chopper,14,3,2,2,34,250,23,23,29,19,6,8,4,-5,0,-5,29,0,25,0,0,0,0,0,0,0,0,0,0,27,0,0
Kargstaad,19,4,1,1,43,360,33,35,31,33,10,6,8,4,6,8,0,0,39,33,0,0,37,0,0,0,0,0,0,33,0,0
Flame Drake,5,4,1,1,22,75,12,12,10,10,5,1,3,-1,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,9,10,0
Chained Troll,6,4,1,1,22,141,13,18,13,8,5,2,6,-2,0,-2,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0
Necrohulk Smasher,15,4,2,1,36,345,25,29,23,26,9,4,6,-4,4,4,0,0,32,0,0,0,27,0,0,0,0,0,0,0,0,0
Harbormaster,3,3,3,2,17,46,6,8,9,8,4,2,2,2,1,0,9,0,9,0,0,5,5,0,0,0,0,0,0,0,0,0
Alate Ant,16,3,2,2,39,295,28,24,30,28,4,8,6,-1,6,4,32,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0
Injured Weak Otyugh,2,4,2,2,17,34,7,9,5,7,3,1,4,-2,1,-2,5,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Elder Thing Researcher,10,3,3,2,29,218,21,19,17,21,5,3,5,7,5,3,17,21,19,21,0,0,0,21,0,23,0,0,0,0,19,19
Cunning Vampire Spawn,4,3,1,1,22,40,12,9,13,11,3,5,1,-1,3,2,11,0,9,0,8,0,0,0,0,0,0,0,5,12,0,0
Nwanyian Archer,7,3,1,3,25,115,17,15,18,12,2,4,2,1,4,0,15,0,15,0,0,0,0,0,0,0,0,0,0,17,15,0
Weak Sea Devil Scout,1,3,3,1,16,20,9,5,8,5,3,4,1,0,3,-1,0,0,7,0,0,0,3,0,0,0,0,0,0,6,5,0
Tollvych,15,3,3,1,33,200,26,21,25,28,-5,4,0,6,5,6,0,29,0,0,0,0,27,0,0,0,0,0,0,29,0,0
Mpeshi,6,4,2,2,24,110,14,16,12,14,6,2,4,-2,4,0,0,0,16,0,0,0,0,0,14,0,0,0,0,12,0,0
Scalding Mephit,2,2,2,2,18,28,4,10,8,6,1,2,4,-2,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Giant Silverfish,0,2,2,2,15,17,8,7,8,5,2,4,1,-5,1,-2,6,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0
Street Skelm,3,3,3,1,18,55,8,10,9,8,4,2,3,3,1,4,0,0,9,0,9,0,11,0,0,8,0,0,0,9,0,0
Thresholder Disciple,14,3,1,1,36,255,26,23,28,25,5,5,2,0,4,2,27,0,28,0,0,0,26,0,0,0,0,25,0,25,0,0
War Horse,2,4,2,2,17,36,6,8,7,6,5,3,4,-4,2,-2,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandrus,2,3,2,2,18,30,8,8,8,5,3,2,3,-4,2,1,6,0,7,0,0,0,5,0,0,0,5,0,0,6,0,0
Hellbound Robber,-1,3,3,1,15,6,4,2,8,4,1,3,1,0,1,0,6,0,2,0,3,0,1,0,0,0,0,0,0,6,0,4
Owb Prophet,13,4,2,1,34,225,24,25,23,24,8,6,8,4,5,7,25,0,0,0,26,24,0,0,0,23,0,25,0,25,0,0
Hooklimb Xulgath,10,3,2,1,29,190,18,21,21,16,7,5,3,0,2,0,25,0,21,0,0,0,16,0,0,0,0,0,0,19,16,0
Kelganth,19,4,3,1,42,330,35,33,29,35,8,5,8,10,8,6,0,37,33,37,0,33,33,33,0,37,0,37,0,31,0,0
Metallic Sod Hound,3,2,2,2,19,44,9,12,6,7,5,-1,4,-4,3,-1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0
Worm That Walks Cultist,14,3,1,1,36,200,25,23,28,26,5,8,5,5,4,8,24,0,0,0,28,0,26,0,0,27,0,0,23,28,0,0
Possessed Clockwork Heap,7,3,1,1,25,95,14,18,15,12,6,4,5,-2,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0
Pairaka,7,3,3,1,24,105,15,12,16,17,3,5,3,2,4,7,14,13,0,0,20,20,16,0,0,0,0,13,13,16,0,0
Gloaming Will-o'-Wisp,13,2,1,1,37,110,25,19,27,23,-5,8,2,2,6,4,29,0,0,0,23,0,23,0,0,0,0,0,0,27,0,0
Lampad,5,3,1,2,22,85,12,11,14,12,0,5,4,2,3,5,12,0,9,0,0,14,0,0,10,11,14,0,9,12,0,0
Cadaverous Rake,8,3,1,1,27,125,16,16,20,12,5,6,4,3,2,4,18,0,19,0,16,0,18,0,0,0,0,0,0,0,0,16
Terwa Chosen,8,3,3,2,27,140,19,18,16,15,6,4,4,0,4,2,16,0,18,0,0,14,14,0,0,0,0,18,0,0,0,0
Temagyr,1,3,1,1,16,25,9,8,10,5,2,3,2,-2,3,1,7,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0
Sea Devil Invader,4,3,3,1,23,75,9,15,13,11,4,1,3,0,1,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,11,0
Contemplative,2,3,2,2,19,32,8,4,9,10,-2,3,0,4,2,3,0,8,0,0,0,0,0,6,8,10,0,0,8,0,0,0
Grim Rictus Bridge Guard,1,3,1,2,18,20,7,7,5,5,4,2,2,0,2,-1,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0
Aspis Usurper,1,3,2,1,16,20,7,3,8,7,0,3,0,1,2,3,0,0,0,0,6,6,0,0,0,0,6,0,0,8,0,6
Fading Fox,2,1,2,2,21,25,11,7,10,7,-1,4,1,-4,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,10,9,0
Adult Gold Dragon,15,5,3,3,38,330,29,28,25,28,7,3,6,5,6,4,22,24,28,0,0,29,0,27,0,0,0,29,26,0,0,0
Deinonychus,2,3,2,2,19,30,7,10,9,5,3,3,4,-4,1,2,7,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Thick Pelagastr Tail,5,3,1,2,20,88,12,11,13,10,4,4,2,3,1,3,0,0,13,0,11,11,0,0,0,0,0,9,0,13,0,13
Peryton,4,3,1,1,21,60,13,8,11,13,4,3,2,0,5,3,11,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0
Raptor Guard Wight,13,3,2,1,34,240,22,26,23,21,8,5,3,0,3,4,24,0,27,0,0,0,27,0,0,0,0,0,0,24,22,0
Delamar Gianvin,6,3,1,2,24,90,14,11,17,14,1,5,0,2,2,4,15,0,0,0,14,14,0,0,0,0,0,0,12,17,0,15
Ginjana Mindkeeper,11,2,1,1,31,195,22,14,18,12,3,7,3,5,3,2,24,0,20,0,0,0,19,20,0,0,0,0,0,26,0,24
Ghonhatine,10,4,1,1,30,175,19,22,17,19,7,3,6,-2,5,3,0,0,21,0,0,0,19,0,0,0,0,0,0,19,0,0
Corrupted Nosoi,2,1,2,1,18,28,8,6,10,8,-1,3,1,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Seaborn Fisher,-1,3,1,2,15,9,6,5,2,8,1,1,0,0,2,1,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0
Empress Ice Worm,7,5,2,2,23,140,13,18,14,11,6,3,5,-5,2,-4,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Ice Golem,5,3,2,2,21,80,9,15,11,9,5,0,4,-5,0,-5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizardfolk Scout,1,3,2,2,17,17,8,6,8,6,2,3,1,-1,3,1,6,0,5,0,0,4,0,0,6,0,0,0,0,6,8,0
Vrock,9,4,1,1,28,185,18,20,18,15,6,3,5,2,3,3,18,0,0,0,0,0,18,0,0,0,18,18,0,18,16,0
Tyrannosaurus,10,6,2,2,29,180,19,21,15,19,8,1,5,-4,3,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Animated Colossus,15,6,2,2,39,245,23,31,21,19,9,2,8,-5,0,-5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Compsognathus,-1,1,2,2,15,8,5,4,7,4,0,3,2,-4,2,-2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Gnoll Sergeant,4,3,1,1,21,60,10,12,10,8,4,2,2,0,1,0,0,0,13,0,0,0,9,0,0,0,0,0,0,11,10,0
Anadi Hunter,2,3,1,3,19,27,9,6,10,7,2,4,2,0,1,0,8,0,6,6,0,0,0,0,5,0,0,0,0,8,0,0
Enraged Shrouded Bloodseeker,3,1,2,2,20,37,10,9,12,8,-3,4,1,-5,2,-2,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Vitalia,18,4,2,2,39,425,30,35,25,24,7,5,9,-5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiddalik,7,5,2,1,22,155,15,19,11,15,6,2,6,-2,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,0
Ardissa's Porter,0,3,2,1,14,20,6,9,3,6,2,1,2,-1,2,1,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0
Vanyver,13,5,1,1,34,295,26,29,23,22,8,4,6,4,5,5,23,23,27,0,0,0,0,0,0,0,0,24,0,25,0,0
Hellcrown,1,1,3,1,16,20,10,4,6,10,-2,4,3,-1,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0
Living Graffiti Blood,3,3,1,2,19,50,9,8,11,7,2,4,1,-2,2,1,11,0,0,5,10,0,0,0,0,0,0,0,0,11,0,0
Beluthus,11,2,2,1,31,175,22,20,18,24,7,3,5,5,4,5,0,21,0,0,21,0,23,0,0,23,0,0,0,19,0,0
Morrigna,15,3,2,2,38,240,28,25,27,29,8,4,4,3,6,4,0,0,27,0,0,27,29,0,0,0,0,29,24,27,0,0
Giant Moray Eel,5,4,2,2,21,65,11,14,13,9,6,2,3,-4,2,-1,9,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Vargouille,2,2,2,1,18,30,11,10,8,7,3,4,4,-2,3,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Legion Archon,7,3,3,3,27,100,15,17,11,15,5,2,4,1,2,5,13,0,14,0,0,16,16,0,0,0,0,14,0,0,14,0
Monkey Swarm,2,4,2,2,16,20,8,6,10,6,0,4,0,-4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Ofalth Zombie,7,4,2,1,22,190,15,18,11,13,7,3,6,-5,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Sister,6,3,2,2,24,75,11,17,11,11,5,2,2,0,1,4,0,0,17,0,14,0,14,0,0,0,0,0,0,12,0,0
Teraphant,9,5,2,2,27,175,18,20,14,18,7,1,5,-2,3,3,0,0,20,0,0,0,18,0,0,0,0,0,0,0,18,0
Clockwork Mage,9,3,2,2,27,115,17,17,19,17,2,6,4,-5,2,-5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peryton Heretical,4,3,1,1,21,60,13,8,11,13,4,3,2,0,5,3,11,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0
Phuthi,13,3,2,2,31,260,27,23,24,23,3,3,4,5,2,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Cu Sith,7,4,2,2,24,140,16,15,17,16,6,4,4,-3,3,5,15,0,17,0,0,0,0,0,0,0,0,0,0,17,16,0
Arboreal Regent,8,5,2,3,26,150,18,20,11,16,7,-1,6,1,4,2,0,0,19,0,0,16,16,0,18,0,0,0,0,11,0,0
Brainchild,11,4,1,1,30,200,18,21,22,18,4,5,4,2,3,7,0,0,0,0,22,0,24,0,0,0,22,0,21,20,0,0
Hellknight Centaur,4,4,3,2,23,55,11,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghoran Manipulator,3,3,2,2,18,45,9,8,8,11,0,1,3,0,2,4,0,0,0,0,11,9,0,0,9,0,11,0,0,6,0,0
Erinys,8,3,3,1,27,120,18,17,19,16,5,5,5,2,4,5,17,0,0,14,19,15,19,0,0,0,0,16,0,17,0,0
Chuul,7,4,1,1,28,100,15,18,15,12,6,3,4,0,2,-1,0,0,17,0,0,0,0,0,13,0,0,0,0,14,13,0
Ancient Black Dragon,16,5,1,1,39,325,30,30,27,29,8,5,6,4,5,5,25,26,32,0,29,0,29,0,0,0,0,0,0,27,0,0
Wendigo,17,4,1,1,40,315,32,32,30,26,8,7,9,6,5,6,32,0,33,0,29,0,33,0,28,29,0,28,0,30,30,0
Kaneepo the Slim,4,3,1,1,20,80,14,9,14,14,3,5,2,2,3,4,0,10,0,0,0,0,12,0,0,12,0,0,0,12,8,0
Young Arabuk,1,2,2,2,15,21,7,8,8,4,4,3,3,-4,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,0
Kas Xi Rai,17,3,3,1,38,300,26,26,32,29,4,6,0,2,3,5,31,0,29,0,30,0,30,0,0,0,0,0,0,31,0,31
Freshly Bloomed Basilisk,9,3,1,1,26,188,18,21,14,18,6,1,6,-3,3,2,0,0,19,0,0,0,0,0,0,0,0,0,0,18,0,0
Phantom Beast,8,3,1,2,26,120,18,13,18,16,-5,6,1,0,4,6,0,0,0,0,0,16,18,0,0,14,0,0,0,0,0,18
Stone Ghost,5,3,2,1,20,40,13,11,9,15,3,0,4,3,4,1,0,12,12,0,0,0,12,0,13,0,0,0,0,11,0,0
Draconal Green,20,4,2,3,45,370,36,34,31,38,10,5,8,8,10,9,0,38,0,30,35,37,35,34,34,0,0,36,32,0,32,0
Firebrand Bastion,17,3,1,3,41,390,29,32,25,29,6,2,5,2,4,1,0,0,35,0,28,28,28,31,0,0,0,33,29,0,0,0
Cythnigot,1,1,1,1,16,14,5,9,6,5,1,3,4,2,2,1,6,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0
Ancient White Dragon,15,5,1,1,36,330,30,30,26,24,8,3,7,2,3,3,24,23,31,0,0,0,28,0,0,0,0,0,0,26,0,0
Enormous Flame Drake,8,4,1,1,27,140,16,18,16,16,6,2,4,-1,4,0,14,0,18,0,0,0,0,0,0,0,0,0,0,14,16,0
Taiga Yai,15,5,2,1,36,270,30,27,29,30,6,8,8,5,7,6,29,26,27,0,27,0,27,0,30,0,0,0,0,0,32,0
Drake Skeleton,8,4,2,1,26,130,14,16,14,12,6,4,4,-5,2,-1,14,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0
Flytrap Leshy,4,2,2,2,20,72,11,9,12,13,4,2,1,0,3,2,0,0,12,0,0,0,0,0,10,0,0,0,0,12,0,0
Lesser Skeletal Cyclops,1,4,2,1,17,22,4,8,6,5,5,1,3,-5,0,2,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0
Satinder Morne,6,3,1,2,22,75,15,10,12,15,0,3,1,1,4,3,0,0,0,0,14,12,12,0,0,0,0,13,12,12,0,0
Axiomite,8,3,3,2,26,155,19,13,16,18,5,4,3,5,5,3,16,0,0,21,0,15,0,0,0,17,0,17,0,0,0,0
Envyspawn,2,3,2,1,18,30,10,10,9,6,4,3,4,0,2,1,9,0,8,0,7,0,0,0,0,0,0,0,0,9,6,0
Aspect of Insects,20,6,2,2,37,420,31,39,30,33,10,0,10,-3,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
Bee Swarm,1,4,2,2,17,18,5,4,9,4,-1,4,1,-5,1,-4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Zorek,12,3,1,2,32,220,25,23,20,25,7,4,5,0,7,4,0,0,24,0,0,0,0,0,0,0,0,25,0,0,23,0
Lesser Giant Short-faced Bear,4,4,2,2,20,60,11,13,7,9,4,1,5,-4,1,-2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0
Cocoon of Lucid Potential,13,6,2,1,33,290,26,26,20,29,5,1,5,1,1,8,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Fleshforge Prototype Acid Spit,5,3,2,2,22,75,9,15,12,9,5,3,4,-3,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0
Kasesh Stone,3,3,2,2,19,35,10,8,9,10,-1,2,1,4,3,2,0,11,0,0,0,0,0,0,10,0,0,0,0,9,0,0
Blindheim,2,2,2,2,18,27,9,9,9,5,2,3,3,-4,1,-2,7,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0
Norn,20,4,3,2,46,375,41,34,30,38,7,6,6,6,10,7,0,0,0,36,35,0,37,38,0,34,31,34,0,0,0,0
Vewslog,9,4,3,1,28,161,18,21,18,15,4,6,3,0,3,-1,0,0,20,0,0,0,16,0,0,0,0,0,0,0,18,0
Weathered Wail,17,4,1,1,40,315,32,32,30,26,8,7,9,6,5,6,32,0,33,0,29,0,33,0,28,29,0,28,0,30,30,0
Anadi Elder,6,3,1,3,23,95,15,11,14,17,2,4,0,1,4,2,0,0,15,13,13,11,0,0,15,0,0,0,11,0,13,0
Burnbearer,-1,3,2,1,15,8,6,6,5,4,2,1,2,-1,2,1,0,0,4,0,0,0,3,0,0,0,0,0,0,5,4,0
Drowned Mummy,17,3,3,1,38,330,30,29,28,32,9,5,6,3,7,1,30,0,32,0,0,0,28,0,30,0,0,0,0,30,0,0
Sea Devil Scout,2,3,3,1,18,30,9,7,10,7,3,4,1,0,3,-1,0,0,9,0,0,0,5,0,0,0,0,0,0,8,7,0
Giant Pangolin,4,4,2,2,21,63,12,11,8,10,5,0,3,-4,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,10,0
Cuetzmonquali,17,5,2,1,40,360,32,32,29,26,9,5,8,-2,4,3,30,0,33,0,0,0,30,0,0,0,0,0,0,28,30,0
Mutant Giant Toad,3,4,2,2,18,44,9,10,9,7,5,3,3,-4,3,-2,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Sewer Ooze,1,3,2,2,8,40,3,9,1,3,2,-5,4,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lerritan,21,6,2,1,46,490,35,38,34,36,10,5,7,2,7,4,0,0,41,33,0,0,35,0,0,0,0,36,0,0,38,0
Hansin,7,3,1,1,26,104,14,13,17,10,4,4,2,2,-1,4,13,0,13,0,15,0,17,0,0,0,0,0,11,13,0,15
Giant Stag Beetle,4,4,2,2,22,55,10,13,9,8,5,1,5,-5,2,-1,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Gargoyle,4,3,1,1,21,40,10,13,10,10,3,2,3,-2,2,-2,10,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0
The First Faithful,13,3,1,1,34,240,24,24,20,26,3,2,2,1,5,4,0,0,0,0,27,0,27,0,0,23,0,28,23,0,0,0
White Dracolisk,9,4,2,2,28,155,18,20,17,18,6,2,5,-3,5,1,17,0,21,0,0,0,0,0,0,0,0,0,0,17,20,0
Greedspawn,2,3,2,1,18,30,10,10,9,6,4,3,4,0,2,1,9,0,8,0,0,0,0,0,0,0,0,0,0,9,6,9
Drider,6,4,1,1,24,95,13,13,13,15,4,3,3,2,3,4,0,14,12,0,0,0,14,0,0,0,0,13,0,15,0,0
Psstpsstmitl,21,6,1,2,46,400,38,35,38,32,8,10,7,-4,5,-2,40,0,38,0,0,0,0,0,0,0,0,0,0,36,0,0
Kashrishi Evaluator,4,2,3,2,20,50,13,8,10,13,0,2,0,2,3,4,0,0,0,0,0,12,0,0,11,10,0,0,0,0,9,0
Ki Adept Ahmoza Twins,13,3,2,2,33,230,23,23,23,23,5,4,3,2,3,0,26,0,26,0,0,0,0,0,0,23,0,0,0,0,0,0
Hermean Mutant,19,3,3,1,43,380,35,36,28,27,10,0,9,-3,3,-4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant Squid,9,5,2,2,28,155,21,15,18,21,7,3,4,-4,6,-2,0,0,20,0,0,0,0,0,0,0,0,0,0,18,0,0
Danava Titan,23,6,3,2,49,470,41,41,37,37,11,8,10,10,8,6,39,43,46,43,0,0,0,0,41,43,0,41,43,0,0,0
Venom Mage,9,3,1,1,28,155,19,16,19,17,2,4,1,0,2,4,17,16,0,0,20,0,0,0,17,0,0,0,0,0,0,17
Vischari,7,3,2,1,25,115,15,15,17,13,6,4,2,0,2,4,15,0,17,0,0,0,15,13,0,0,0,0,0,0,15,0
Lesser Death,16,3,2,1,39,255,32,30,33,32,6,9,6,4,6,6,33,0,28,0,30,0,32,0,0,0,0,30,26,35,0,0
Wendlyn,2,3,1,3,17,30,10,7,9,11,2,4,0,1,3,0,10,0,0,0,6,0,0,0,0,0,0,0,7,8,0,10
Deadtide Skeleton Guard,-1,3,2,1,16,4,2,2,8,2,2,4,0,-5,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollow Serpent,15,4,2,1,37,280,27,26,30,24,7,8,6,-2,4,3,29,0,30,0,0,0,0,0,0,0,0,0,0,29,0,0
Bebilith,10,5,1,1,30,200,21,22,19,19,7,3,6,3,5,5,19,0,23,0,0,0,21,0,0,0,0,0,0,19,0,0
Broken Centurion,10,3,2,2,31,170,20,22,25,16,6,6,5,-5,2,-5,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayang Whisperblade,1,2,2,2,16,19,9,6,9,5,0,4,1,3,0,1,7,0,0,0,4,0,0,0,0,6,6,0,0,7,0,7
Beast Tamer,4,3,2,2,20,54,12,10,7,12,2,1,2,0,4,2,0,0,8,0,0,8,8,0,12,0,8,0,0,0,10,0
Blighted Leaf Leshy,1,2,1,1,18,20,5,7,7,6,1,3,3,-1,2,2,6,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0
Convergent Giant Eagle,15,4,3,2,37,290,29,25,27,21,6,8,3,2,4,2,29,0,25,0,0,0,0,0,0,0,0,0,0,28,0,0
Debilitated Bulette,6,5,2,2,26,80,14,18,14,11,7,2,6,-4,1,-2,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaspercham,17,5,1,1,41,335,30,31,25,32,8,4,6,8,5,6,0,33,33,0,31,0,29,0,0,0,0,0,0,0,0,0
Agai,9,2,1,1,28,155,19,17,21,19,6,4,4,1,3,4,19,0,17,0,0,0,19,0,0,0,0,0,15,17,17,19
Hana's Hundreds,15,3,2,2,37,270,23,29,23,23,8,6,6,1,2,4,27,0,30,0,0,0,27,0,0,0,0,0,0,0,0,0
